sentence,label
Volunteered in seminars organized by the institution.,OTHER
Completed a bachelor's degree in Computer Applications with strong academic performance.,OTHER
Participated in technical events during college years.,OTHER
Developed strong leadership through academic work.,OTHER
Worked on projects involving documentation.,OTHER
Volunteered in seminars organized by the institution.,OTHER
Completed a bachelor's degree in Physics with strong academic performance.,OTHER
Participated in technical events during college years.,OTHER
Developed strong teamwork through academic work.,OTHER
Worked on projects involving basic electronics.,OTHER
Volunteered in volunteering programs organized by the institution.,OTHER
Completed a bachelor's degree in Computer Applications with strong academic performance.,OTHER
Participated in volunteering programs during college years.,OTHER
Developed strong leadership through academic work.,OTHER
Worked on projects involving basic electronics.,OTHER
Volunteered in volunteering programs organized by the institution.,OTHER
Completed a bachelor's degree in Electronics with strong academic performance.,OTHER
Participated in cultural activities during college years.,OTHER
Developed strong teamwork through academic work.,OTHER
Worked on projects involving documentation.,OTHER
Volunteered in seminars organized by the institution.,OTHER
Completed a bachelor's degree in Mathematics with strong academic performance.,OTHER
Participated in volunteering programs during college years.,OTHER
Developed strong problem-solving through academic work.,OTHER
Worked on projects involving presentation design.,OTHER
Volunteered in cultural activities organized by the institution.,OTHER
Completed a bachelor's degree in Physics with strong academic performance.,OTHER
Participated in seminars during college years.,OTHER
Developed strong problem-solving through academic work.,OTHER
Worked on projects involving presentation design.,OTHER
Volunteered in seminars organized by the institution.,OTHER
Completed a bachelor's degree in Mathematics with strong academic performance.,OTHER
Participated in volunteering programs during college years.,OTHER
Developed strong problem-solving through academic work.,OTHER
Worked on projects involving research assistance.,OTHER
Volunteered in volunteering programs organized by the institution.,OTHER
Completed a bachelor's degree in Physics with strong academic performance.,OTHER
Participated in seminars during college years.,OTHER
Developed strong problem-solving through academic work.,OTHER
Worked on projects involving basic electronics.,OTHER
Volunteered in volunteering programs organized by the institution.,OTHER
Completed a bachelor's degree in Mathematics with strong academic performance.,OTHER
Participated in volunteering programs during college years.,OTHER
Developed strong communication through academic work.,OTHER
Worked on projects involving presentation design.,OTHER
Volunteered in cultural activities organized by the institution.,OTHER
Completed a bachelor's degree in Electronics with strong academic performance.,OTHER
Participated in cultural activities during college years.,OTHER
Developed strong leadership through academic work.,OTHER
Worked on projects involving research assistance.,OTHER
Volunteered in volunteering programs organized by the institution.,OTHER
Completed a bachelor's degree in Mathematics with strong academic performance.,OTHER
